 ,Area,Mean,Min,Max,X,Y,Slice
292,0,228.773,228.773,228.773,631.333,2288.333,17
293,0,113.832,113.832,113.832,564.667,2189.667,20
294,0,242.880,242.880,242.880,586.667,2188.333,20
295,0,184.766,184.766,184.766,587.333,2207.667,20
296,0,201.255,201.255,201.255,568,2211.667,20
297,0,146.416,146.416,146.416,500.667,2160.333,20
298,0,254.209,254.209,254.209,522,2157,20
299,0,255.000,255.000,255.000,575.333,2151.667,20
300,0,253.714,253.714,253.714,583.333,2158.333,20
301,0,169.591,169.591,169.591,590,2149,20
302,0,252.337,252.337,252.337,601.333,2153.667,20
303,0,219.237,219.237,219.237,610.667,2147.667,20
304,0,223.467,223.467,223.467,486,2161.667,21
305,0,126.749,126.749,126.749,540,2153.667,22
306,0,194.082,194.082,194.082,552,2159,22
307,0,207.348,207.348,207.348,562,2151.667,22
308,0,189.862,189.862,189.862,566.667,2162.333,22
309,0,163.344,163.344,163.344,577.333,2151.667,22
310,0,225.983,225.983,225.983,631.333,2145,21
311,0,254.955,254.955,254.955,500,2155,22
312,0,247.531,247.531,247.531,506.667,2161.667,22
313,0,241.791,241.791,241.791,518.667,2156.333,22
314,0,115.903,115.903,115.903,527.333,2165,22
315,0,103.234,103.234,103.234,545.333,2353,19
316,0,56.000,56.000,56.000,632.667,2151.667,19
317,0,40.583,40.583,40.583,566.667,2343,24
318,0,43.633,43.633,43.633,686.667,2329,27
319,0,94.778,94.778,94.778,660,2133,25
320,0,36.601,36.601,36.601,662,2137.667,34
321,0,24.832,24.832,24.832,676,2161,34
322,0,12.082,12.082,12.082,674.667,2229,34
323,0,18.268,18.268,18.268,696.667,2293,35
324,0,11.625,11.625,11.625,742.667,2309.667,35
325,0,10.084,10.084,10.084,771.333,2304.333,35
326,0,50.320,50.320,50.320,800.667,2287.667,36
327,0,35.573,35.573,35.573,796.667,2263.667,36
328,0,21.704,21.704,21.704,764.667,2183,39
329,0,14.417,14.417,14.417,710.667,2214.333,39
330,0,15.730,15.730,15.730,653.333,2181,39
331,0,23.187,23.187,23.187,680,2145,39
332,0,16.371,16.371,16.371,796,2198.333,39
333,0,64.669,64.669,64.669,568,2155.667,30
334,0,35.506,35.506,35.506,602,2285,35
335,0,14.827,14.827,14.827,578.667,2211.667,40
336,0,31.309,31.309,31.309,1162.667,2284.667,13
337,0,60.731,60.731,60.731,1277.333,2271.333,13
338,0,111.906,111.906,111.906,1285.333,2324.667,13
339,0,23.483,23.483,23.483,1358.667,2291.333,13
340,0,118.565,118.565,118.565,1429.333,2274,13
341,0,28.099,28.099,28.099,1544,2275.333,13
342,0,46.205,46.205,46.205,1522.667,2304.667,13
343,0,12.557,12.557,12.557,1205.333,2352.667,13
344,0,10.442,10.442,10.442,1554.667,2355.333,12
345,0,86.059,86.059,86.059,1700,2343.333,12
346,0,37.591,37.591,37.591,1694.667,2284.667,12
347,0,136.605,136.605,136.605,1768,2378,11
348,0,27.668,27.668,27.668,1306.667,2379.333,19
349,0,40.077,40.077,40.077,1498.667,2398,19
350,0,36.735,36.735,36.735,1672,2407.333,19
351,0,13.766,13.766,13.766,1566.667,2235.333,19
352,0,22.942,22.942,22.942,1398.667,2291.333,19
353,0,24.106,24.106,24.106,1170.667,2231.333,19
354,0,25.595,25.595,25.595,1149.333,2160.667,14
355,0,251.000,251.000,251.000,1153.333,2126,15
356,0,238.344,238.344,238.344,1133.333,2123.333,17
357,0,117.613,117.613,117.613,1102.667,2124.667,17
358,0,166.073,166.073,166.073,1261.333,2119.333,15
359,0,144.099,144.099,144.099,1296,2172.667,15
360,0,75.056,75.056,75.056,1310.667,2159.333,18
361,0,68.004,68.004,68.004,1306.667,2194,18
362,0,61.892,61.892,61.892,1310.667,2228.667,18
363,0,98.280,98.280,98.280,1350.667,2152.667,20
364,0,58.038,58.038,58.038,1348,2211.333,20
365,0,37.130,37.130,37.130,1417.333,2227.333,18
366,0,48.057,48.057,48.057,1504,2135.333,17
367,0,32.546,32.546,32.546,1548,2180.667,17
368,0,74.993,74.993,74.993,1505.333,2170,18
369,0,145.364,145.364,145.364,1332,2126,14
370,0,162.392,162.392,162.392,1350.667,2119.333,14
371,0,177.394,177.394,177.394,1400,2126,14
372,0,132.193,132.193,132.193,1438.667,2130,14
373,0,214.714,214.714,214.714,1454.667,2130,14
374,0,45.502,45.502,45.502,1501.333,2124.667,14
375,0,219.709,219.709,219.709,1561.333,2116.667,14
376,0,42.915,42.915,42.915,1725.333,2114,14
377,0,140.403,140.403,140.403,1758.667,2115.333,14
378,0,25.099,25.099,25.099,1577.333,2160.667,14
379,0,52.455,52.455,52.455,1593.333,2194,14
380,0,36.556,36.556,36.556,1397.333,2192.667,14
381,0,29.208,29.208,29.208,1378.667,2216.667,14
382,0,73.480,73.480,73.480,1337.333,2195.333,14
383,0,43.817,43.817,43.817,1340,2167.333,14
384,0,58.287,58.287,58.287,1376,2195.333,15
385,0,152.605,152.605,152.605,1362.667,2151.333,15
386,0,222.241,222.241,222.241,1381.333,2144.667,15
387,0,197.511,197.511,197.511,1485.333,2158,15
388,0,186.807,186.807,186.807,1680,2171.333,16
389,0,135.614,135.614,135.614,1791.667,2135,11
390,0,116.876,116.876,116.876,1822.333,2131,11
391,0,227.770,227.770,227.770,1934.333,2128.333,11
392,0,82.170,82.170,82.170,2049,2123,12
393,0,134.041,134.041,134.041,2071.667,2120.333,12
394,0,101.767,101.767,101.767,1867.667,2137.667,13
395,0,65.393,65.393,65.393,1919.667,2196.333,13
396,0,61.356,61.356,61.356,1926.333,2249.667,13
397,0,109.894,109.894,109.894,1935.667,2261.667,13
398,0,19.251,19.251,19.251,1922.333,2347,13
399,0,17.907,17.907,17.907,1985,2301.667,13
400,0,18.115,18.115,18.115,1914.333,2283,13
401,0,58.579,58.579,58.579,2173,2400.333,19
402,0,40.150,40.150,40.150,2184,2339,21
403,0,72.304,72.304,72.304,2440.333,2111.333,14
404,0,109.122,109.122,109.122,2545.667,2103.333,14
405,0,233.189,233.189,233.189,2620.333,2094,14
406,0,63.352,63.352,63.352,2691,2091.333,14
407,0,64.382,64.382,64.382,2748.333,2088.667,14
408,0,121.670,121.670,121.670,2708.333,2096.667,13
409,0,41.539,41.539,41.539,2728.333,2092.667,13
410,0,151.385,151.385,151.385,2791,2102,13
411,0,240.000,240.000,240.000,2815,2104.667,13
412,0,145.698,145.698,145.698,2829.667,2108.667,13
413,0,241.000,241.000,241.000,2892.333,2110,11
414,0,106.667,106.667,106.667,2920.333,2111.333,11
415,0,8.153,8.153,8.153,2783,2324.667,29
416,0,57.960,57.960,57.960,2869.667,2200.667,30
417,0,38.183,38.183,38.183,2515,2371.333,32
418,0,10.767,10.767,10.767,2417.667,2274,34
419,0,229.496,229.496,229.496,3004.333,2116,13
420,0,152.262,152.262,152.262,3084.333,2117.333,15
421,0,236.432,236.432,236.432,3129.667,2112,17
422,0,224.217,224.217,224.217,3165.667,2116,18
423,0,208.219,208.219,208.219,3185.667,2120,18
424,0,13.027,13.027,13.027,3069.667,2225.333,26
425,0,52.684,52.684,52.684,3087,2160,23
426,0,76.996,76.996,76.996,3060.333,2152,23
427,0,52.959,52.959,52.959,3080.333,2140,23
428,0,54.068,54.068,54.068,3061.667,2117.333,25
429,0,32.492,32.492,32.492,2975,2108,27
430,0,32.145,32.145,32.145,3055,2294.667,31
431,0,35.931,35.931,35.931,3077.667,2157.333,33
432,0,19.861,19.861,19.861,2997.667,2134.667,33
433,0,8.426,8.426,8.426,3237.667,2164,34
434,0,20.386,20.386,20.386,3452.333,2236,34
435,0,23.795,23.795,23.795,3532.333,2236,34
436,0,15.695,15.695,15.695,3268.333,2265.333,36
437,0,25.511,25.511,25.511,3171,2240,36
438,0,10.448,10.448,10.448,3147,2189.333,36
439,0,5.175,5.175,5.175,3073.667,2232,36
440,0,71.615,71.615,71.615,3441.667,2304.667,9
441,0,54.898,54.898,54.898,3455,2322,9
442,0,41.359,41.359,41.359,3537.667,2315.333,9
443,0,66.774,66.774,66.774,3576.333,2272.667,9
444,0,131.927,131.927,131.927,3577.667,2300.667,9
445,0,52.791,52.791,52.791,3432.333,2240.667,10
446,0,180.049,180.049,180.049,3476.333,2154,12
447,0,81.607,81.607,81.607,3564.333,2340.667,11
448,0,95.149,95.149,95.149,3664.333,2278,10
449,0,37.569,37.569,37.569,3663,2311.333,10
450,0,117.598,117.598,117.598,3360.333,2198,16
451,0,195.123,195.123,195.123,3431,2214,16
452,0,44.143,44.143,44.143,3503,2199.333,16
453,0,76.435,76.435,76.435,3601.667,2210,16
454,0,76.065,76.065,76.065,3665.667,2247.333,18
455,0,94.336,94.336,94.336,3404.333,2135.333,18
456,0,250.000,250.000,250.000,3435,2139.333,18
457,0,234.144,234.144,234.144,3451,2142,18
458,0,236.838,236.838,236.838,3473.667,2144.667,18
459,0,182.794,182.794,182.794,3505.667,2150,18
460,0,162.678,162.678,162.678,3521.667,2152.667,18
461,0,72.200,72.200,72.200,3571,2158,16
462,0,209.670,209.670,209.670,3660.333,2170,16
463,0,129.888,129.888,129.888,3720.333,2228.667,13
464,0,143.341,143.341,143.341,3752.333,2183.333,13
465,0,240.404,240.404,240.404,3825.667,2192.667,13
466,0,250.445,250.445,250.445,3851,2194,13
467,0,182.159,182.159,182.159,3879,2199.333,13
468,0,255.000,255.000,255.000,3895,2207.333,13
469,0,40.522,40.522,40.522,3805.667,2208.667,17
470,0,83.481,83.481,83.481,3768.333,2280.667,11
471,0,76.824,76.824,76.824,3781.667,2254,11
472,0,113.238,113.238,113.238,3808.333,2256.667,11
473,0,109.677,109.677,109.677,3845.667,2267.333,12
474,0,101.340,101.340,101.340,3925.667,2216.667,12
475,0,199.047,199.047,199.047,3940.333,2228.667,12
476,0,70.409,70.409,70.409,3937.667,2252.667,12
477,0,73.031,73.031,73.031,3963,2216.667,13
478,0,125.106,125.106,125.106,3743,2194,11
479,0,40.327,40.327,40.327,3880.333,2296.667,22
480,0,23.671,23.671,23.671,3732.333,2318,25
481,0,47.642,47.642,47.642,3677.667,2334,25
482,0,54.824,54.824,54.824,3643,2264.667,28
483,0,19.167,19.167,19.167,3647,2306,28
484,0,17.317,17.317,17.317,3600.333,2315.333,28
485,0,25.710,25.710,25.710,3577.667,2179.333,28
486,0,20.891,20.891,20.891,3327,2272.667,29
487,0,22.975,22.975,22.975,3388.333,2172.667,29
488,0,74.027,74.027,74.027,3468.333,2163.333,25
489,0,32.148,32.148,32.148,3471,2143.333,25
490,0,95.764,95.764,95.764,3384.333,2136.667,24
491,0,67.290,67.290,67.290,3807,2203.333,20
492,0,153.673,153.673,153.673,3920.333,2204.667,18
493,0,44.338,44.338,44.338,3943,2204.667,18
494,0,112.222,112.222,112.222,3969.667,2207.333,18
495,0,66.026,66.026,66.026,3965.667,2275.333,19
496,0,41.759,41.759,41.759,3973.667,2256.667,19
497,0,21.007,21.007,21.007,3641.667,2236.667,34
498,0,14.894,14.894,14.894,3735,2228.667,34
499,0,21.290,21.290,21.290,3773.667,2270,34
500,0,19.140,19.140,19.140,3692.333,2303.333,34
501,0,16.699,16.699,16.699,3591,2291.333,34
502,0,23.023,23.023,23.023,3599,2259.333,34
503,0,24.214,24.214,24.214,3341.667,2247.333,35
504,0,35.282,35.282,35.282,4006.667,2260.667,9
505,0,34.003,34.003,34.003,4040.333,2260,9
506,0,155.761,155.761,155.761,4010,2240,14
507,0,200.698,200.698,200.698,4023.333,2240,14
508,0,237.849,237.849,237.849,4040,2240.667,14
509,0,150.315,150.315,150.315,4037,2234,15
510,0,166.020,166.020,166.020,4031.333,2243,15
511,0,140.561,140.561,140.561,4052.667,2242.333,15
512,0,178.735,178.735,178.735,4070.333,2239,15
513,0,211.779,211.779,211.779,4103.667,2240.333,15
514,0,228.201,228.201,228.201,3973,2208,15
515,0,149.516,149.516,149.516,4095.667,2239.667,17
516,0,160.193,160.193,160.193,4119.667,2241.667,18
517,0,141.868,141.868,141.868,4137.333,2230.667,18
518,0,136.681,136.681,136.681,4139,2248.667,18
519,0,92.289,92.289,92.289,4009.333,2237.667,16
520,0,141.907,141.907,141.907,4012.333,2246.333,16
521,0,178.209,178.209,178.209,4037.667,2247.667,19
522,0,107.800,107.800,107.800,4044.667,2255,19
523,0,148.234,148.234,148.234,4067.667,2268.667,21
524,0,147.032,147.032,147.032,4074.667,2254,21
525,0,51.162,51.162,51.162,3998.333,2248.333,22
526,0,48.827,48.827,48.827,3975.667,2251.667,24
527,0,110.888,110.888,110.888,4003.667,2269,24
528,0,146.977,146.977,146.977,4016.667,2275.333,24
529,0,73.980,73.980,73.980,4010,2283.333,24
530,0,57.457,57.457,57.457,3991.667,2223.333,24
531,0,74.234,74.234,74.234,4009,2221,24
532,0,94.015,94.015,94.015,4028.667,2219.667,24
533,0,113.795,113.795,113.795,4029,2233.333,24
534,0,118.823,118.823,118.823,4036.333,2226.333,24
535,0,97.661,97.661,97.661,4047,2233.333,24
536,0,104.110,104.110,104.110,4056.667,2226.333,24
537,0,105.745,105.745,105.745,4062.667,2217.333,24
538,0,123.270,123.270,123.270,4087.333,2220.333,24
539,0,96.630,96.630,96.630,4076.667,2257.333,25
540,0,70.943,70.943,70.943,4091.333,2251,25
541,0,83.566,83.566,83.566,4105.667,2243.667,25
542,0,92.479,92.479,92.479,4039.667,2267,26
543,0,33.203,33.203,33.203,4022.333,2238.667,27
544,0,58.451,58.451,58.451,4070.667,2235,20
545,0,125.663,125.663,125.663,4117.667,2253,22
546,0,169.911,169.911,169.911,4130,2247.333,22
547,0,176.110,176.110,176.110,4140.667,2244.333,22
