X,Y,Z
8.00E+00,2.26E+03,0.00E+00
8.33E+00,2.26E+03,0.00E+00
9.83E+00,2.25E+03,0.00E+00
1.24E+01,2.25E+03,0.00E+00
1.60E+01,2.24E+03,0.00E+00
2.06E+01,2.24E+03,0.00E+00
2.61E+01,2.23E+03,0.00E+00
3.24E+01,2.23E+03,0.00E+00
3.94E+01,2.22E+03,0.00E+00
4.71E+01,2.22E+03,0.00E+00
5.55E+01,2.21E+03,0.00E+00
6.44E+01,2.21E+03,0.00E+00
7.38E+01,2.20E+03,0.00E+00
8.36E+01,2.20E+03,0.00E+00
9.37E+01,2.19E+03,0.00E+00
1.04E+02,2.19E+03,0.00E+00
1.15E+02,2.19E+03,0.00E+00
1.26E+02,2.18E+03,0.00E+00
1.37E+02,2.18E+03,0.00E+00
1.48E+02,2.18E+03,0.00E+00
1.59E+02,2.17E+03,0.00E+00
1.70E+02,2.17E+03,0.00E+00
1.81E+02,2.17E+03,0.00E+00
1.93E+02,2.17E+03,0.00E+00
2.04E+02,2.16E+03,0.00E+00
2.16E+02,2.16E+03,0.00E+00
2.28E+02,2.16E+03,0.00E+00
2.40E+02,2.16E+03,0.00E+00
2.52E+02,2.16E+03,0.00E+00
2.64E+02,2.16E+03,0.00E+00
2.76E+02,2.15E+03,0.00E+00
2.89E+02,2.15E+03,0.00E+00
3.01E+02,2.15E+03,0.00E+00
3.14E+02,2.15E+03,0.00E+00
3.27E+02,2.15E+03,0.00E+00
3.40E+02,2.15E+03,0.00E+00
3.53E+02,2.15E+03,0.00E+00
3.66E+02,2.15E+03,0.00E+00
3.79E+02,2.15E+03,0.00E+00
3.92E+02,2.15E+03,0.00E+00
4.06E+02,2.14E+03,0.00E+00
4.19E+02,2.14E+03,0.00E+00
4.33E+02,2.14E+03,0.00E+00
4.47E+02,2.14E+03,0.00E+00
4.61E+02,2.14E+03,0.00E+00
4.75E+02,2.14E+03,0.00E+00
4.89E+02,2.14E+03,0.00E+00
5.03E+02,2.14E+03,0.00E+00
5.17E+02,2.13E+03,0.00E+00
5.32E+02,2.13E+03,0.00E+00
5.46E+02,2.13E+03,0.00E+00
5.61E+02,2.13E+03,0.00E+00
5.75E+02,2.13E+03,0.00E+00
5.90E+02,2.13E+03,0.00E+00
6.05E+02,2.13E+03,0.00E+00
6.20E+02,2.12E+03,0.00E+00
6.35E+02,2.12E+03,0.00E+00
6.50E+02,2.12E+03,0.00E+00
6.65E+02,2.12E+03,0.00E+00
6.80E+02,2.12E+03,0.00E+00
6.95E+02,2.12E+03,0.00E+00
7.10E+02,2.12E+03,0.00E+00
7.25E+02,2.11E+03,0.00E+00
7.40E+02,2.11E+03,0.00E+00
7.56E+02,2.11E+03,0.00E+00
7.71E+02,2.11E+03,0.00E+00
7.86E+02,2.11E+03,0.00E+00
8.02E+02,2.11E+03,0.00E+00
8.17E+02,2.11E+03,0.00E+00
8.32E+02,2.11E+03,0.00E+00
8.48E+02,2.10E+03,0.00E+00
8.63E+02,2.10E+03,0.00E+00
8.78E+02,2.10E+03,0.00E+00
8.94E+02,2.10E+03,0.00E+00
9.09E+02,2.10E+03,0.00E+00
9.25E+02,2.10E+03,0.00E+00
9.40E+02,2.10E+03,0.00E+00
9.56E+02,2.10E+03,0.00E+00
9.71E+02,2.10E+03,0.00E+00
9.87E+02,2.10E+03,0.00E+00
1.00E+03,2.10E+03,0.00E+00
1.02E+03,2.10E+03,0.00E+00
1.03E+03,2.10E+03,0.00E+00
1.05E+03,2.10E+03,0.00E+00
1.07E+03,2.10E+03,0.00E+00
1.08E+03,2.10E+03,0.00E+00
1.10E+03,2.10E+03,0.00E+00
1.11E+03,2.10E+03,0.00E+00
1.13E+03,2.10E+03,0.00E+00
1.15E+03,2.10E+03,0.00E+00
1.16E+03,2.10E+03,0.00E+00
1.18E+03,2.10E+03,0.00E+00
1.20E+03,2.10E+03,0.00E+00
1.22E+03,2.10E+03,0.00E+00
1.23E+03,2.10E+03,0.00E+00
1.25E+03,2.10E+03,0.00E+00
1.27E+03,2.10E+03,0.00E+00
1.29E+03,2.10E+03,0.00E+00
1.30E+03,2.10E+03,0.00E+00
1.32E+03,2.10E+03,0.00E+00
1.34E+03,2.10E+03,0.00E+00
1.36E+03,2.10E+03,0.00E+00
1.38E+03,2.10E+03,0.00E+00
1.40E+03,2.10E+03,0.00E+00
1.42E+03,2.10E+03,0.00E+00
1.43E+03,2.10E+03,0.00E+00
1.45E+03,2.10E+03,0.00E+00
1.47E+03,2.10E+03,0.00E+00
1.49E+03,2.10E+03,0.00E+00
1.51E+03,2.10E+03,0.00E+00
1.53E+03,2.10E+03,0.00E+00
1.55E+03,2.10E+03,0.00E+00
1.58E+03,2.10E+03,0.00E+00
1.60E+03,2.10E+03,0.00E+00
1.62E+03,2.10E+03,0.00E+00
1.64E+03,2.09E+03,0.00E+00
1.66E+03,2.09E+03,0.00E+00
1.68E+03,2.09E+03,0.00E+00
1.70E+03,2.09E+03,0.00E+00
1.72E+03,2.09E+03,0.00E+00
1.74E+03,2.09E+03,0.00E+00
1.76E+03,2.09E+03,0.00E+00
1.79E+03,2.09E+03,0.00E+00
1.81E+03,2.09E+03,0.00E+00
1.83E+03,2.09E+03,0.00E+00
1.85E+03,2.09E+03,0.00E+00
1.87E+03,2.09E+03,0.00E+00
1.89E+03,2.09E+03,0.00E+00
1.91E+03,2.09E+03,0.00E+00
1.94E+03,2.09E+03,0.00E+00
1.96E+03,2.09E+03,0.00E+00
1.98E+03,2.09E+03,0.00E+00
2.00E+03,2.09E+03,0.00E+00
2.02E+03,2.09E+03,0.00E+00
2.04E+03,2.09E+03,0.00E+00
2.06E+03,2.09E+03,0.00E+00
2.08E+03,2.09E+03,0.00E+00
2.10E+03,2.09E+03,0.00E+00
2.13E+03,2.09E+03,0.00E+00
2.15E+03,2.09E+03,0.00E+00
2.17E+03,2.09E+03,0.00E+00
2.19E+03,2.09E+03,0.00E+00
2.21E+03,2.09E+03,0.00E+00
2.23E+03,2.09E+03,0.00E+00
2.25E+03,2.09E+03,0.00E+00
2.27E+03,2.09E+03,0.00E+00
2.28E+03,2.09E+03,0.00E+00
2.30E+03,2.09E+03,0.00E+00
2.32E+03,2.09E+03,0.00E+00
2.34E+03,2.09E+03,0.00E+00
2.36E+03,2.09E+03,0.00E+00
2.38E+03,2.09E+03,0.00E+00
2.40E+03,2.09E+03,0.00E+00
2.41E+03,2.09E+03,0.00E+00
2.43E+03,2.09E+03,0.00E+00
2.45E+03,2.09E+03,0.00E+00
2.47E+03,2.09E+03,0.00E+00
2.49E+03,2.09E+03,0.00E+00
2.50E+03,2.08E+03,0.00E+00
2.52E+03,2.08E+03,0.00E+00
2.54E+03,2.08E+03,0.00E+00
2.56E+03,2.08E+03,0.00E+00
2.57E+03,2.08E+03,0.00E+00
2.59E+03,2.08E+03,0.00E+00
2.61E+03,2.08E+03,0.00E+00
2.62E+03,2.08E+03,0.00E+00
2.64E+03,2.08E+03,0.00E+00
2.66E+03,2.08E+03,0.00E+00
2.67E+03,2.08E+03,0.00E+00
2.69E+03,2.08E+03,0.00E+00
2.71E+03,2.09E+03,0.00E+00
2.72E+03,2.09E+03,0.00E+00
2.74E+03,2.09E+03,0.00E+00
2.76E+03,2.09E+03,0.00E+00
2.77E+03,2.09E+03,0.00E+00
2.79E+03,2.09E+03,0.00E+00
2.81E+03,2.09E+03,0.00E+00
2.83E+03,2.09E+03,0.00E+00
2.84E+03,2.09E+03,0.00E+00
2.86E+03,2.09E+03,0.00E+00
2.88E+03,2.09E+03,0.00E+00
2.89E+03,2.09E+03,0.00E+00
2.91E+03,2.09E+03,0.00E+00
2.93E+03,2.09E+03,0.00E+00
2.94E+03,2.09E+03,0.00E+00
2.96E+03,2.09E+03,0.00E+00
2.98E+03,2.09E+03,0.00E+00
2.99E+03,2.09E+03,0.00E+00
3.01E+03,2.09E+03,0.00E+00
3.03E+03,2.10E+03,0.00E+00
3.05E+03,2.10E+03,0.00E+00
3.06E+03,2.10E+03,0.00E+00
3.08E+03,2.10E+03,0.00E+00
3.10E+03,2.10E+03,0.00E+00
3.11E+03,2.10E+03,0.00E+00
3.13E+03,2.10E+03,0.00E+00
3.15E+03,2.10E+03,0.00E+00
3.16E+03,2.10E+03,0.00E+00
3.18E+03,2.10E+03,0.00E+00
3.19E+03,2.11E+03,0.00E+00
3.21E+03,2.11E+03,0.00E+00
3.23E+03,2.11E+03,0.00E+00
3.24E+03,2.11E+03,0.00E+00
3.26E+03,2.11E+03,0.00E+00
3.27E+03,2.11E+03,0.00E+00
3.29E+03,2.11E+03,0.00E+00
3.31E+03,2.11E+03,0.00E+00
3.32E+03,2.12E+03,0.00E+00
3.34E+03,2.12E+03,0.00E+00
3.35E+03,2.12E+03,0.00E+00
3.37E+03,2.12E+03,0.00E+00
3.38E+03,2.12E+03,0.00E+00
3.40E+03,2.12E+03,0.00E+00
3.41E+03,2.12E+03,0.00E+00
3.42E+03,2.12E+03,0.00E+00
3.44E+03,2.13E+03,0.00E+00
3.45E+03,2.13E+03,0.00E+00
3.47E+03,2.13E+03,0.00E+00
3.48E+03,2.13E+03,0.00E+00
3.49E+03,2.13E+03,0.00E+00
3.51E+03,2.13E+03,0.00E+00
3.52E+03,2.13E+03,0.00E+00
3.54E+03,2.14E+03,0.00E+00
3.55E+03,2.14E+03,0.00E+00
3.56E+03,2.14E+03,0.00E+00
3.58E+03,2.14E+03,0.00E+00
3.59E+03,2.14E+03,0.00E+00
3.61E+03,2.14E+03,0.00E+00
3.62E+03,2.14E+03,0.00E+00
3.63E+03,2.15E+03,0.00E+00
3.65E+03,2.15E+03,0.00E+00
3.66E+03,2.15E+03,0.00E+00
3.68E+03,2.15E+03,0.00E+00
3.69E+03,2.15E+03,0.00E+00
3.71E+03,2.16E+03,0.00E+00
3.72E+03,2.16E+03,0.00E+00
3.74E+03,2.16E+03,0.00E+00
3.76E+03,2.16E+03,0.00E+00
3.77E+03,2.16E+03,0.00E+00
3.79E+03,2.17E+03,0.00E+00
3.81E+03,2.17E+03,0.00E+00
3.82E+03,2.17E+03,0.00E+00
3.84E+03,2.17E+03,0.00E+00
3.86E+03,2.18E+03,0.00E+00
3.88E+03,2.18E+03,0.00E+00
3.89E+03,2.18E+03,0.00E+00
3.91E+03,2.18E+03,0.00E+00
3.93E+03,2.19E+03,0.00E+00
3.95E+03,2.19E+03,0.00E+00
3.96E+03,2.19E+03,0.00E+00
3.98E+03,2.20E+03,0.00E+00
4.00E+03,2.20E+03,0.00E+00
4.01E+03,2.20E+03,0.00E+00
4.03E+03,2.20E+03,0.00E+00
4.04E+03,2.21E+03,0.00E+00
4.06E+03,2.21E+03,0.00E+00
4.07E+03,2.21E+03,0.00E+00
4.08E+03,2.22E+03,0.00E+00
4.09E+03,2.22E+03,0.00E+00
4.10E+03,2.22E+03,0.00E+00
4.11E+03,2.23E+03,0.00E+00
4.12E+03,2.23E+03,0.00E+00
4.13E+03,2.23E+03,0.00E+00
4.13E+03,2.24E+03,0.00E+00
4.14E+03,2.24E+03,0.00E+00
4.14E+03,2.24E+03,0.00E+00
4.14E+03,2.25E+03,0.00E+00
4.14E+03,2.25E+03,0.00E+00
4.14E+03,2.25E+03,0.00E+00
4.14E+03,2.26E+03,0.00E+00
4.14E+03,2.26E+03,0.00E+00
4.13E+03,2.26E+03,0.00E+00
4.12E+03,2.27E+03,0.00E+00
4.12E+03,2.27E+03,0.00E+00
4.11E+03,2.28E+03,0.00E+00
4.10E+03,2.28E+03,0.00E+00
4.09E+03,2.28E+03,0.00E+00
4.08E+03,2.28E+03,0.00E+00
4.07E+03,2.29E+03,0.00E+00
4.06E+03,2.29E+03,0.00E+00
4.04E+03,2.29E+03,0.00E+00
4.03E+03,2.30E+03,0.00E+00
4.02E+03,2.30E+03,0.00E+00
4.01E+03,2.30E+03,0.00E+00
3.99E+03,2.31E+03,0.00E+00
3.98E+03,2.31E+03,0.00E+00
3.97E+03,2.31E+03,0.00E+00
3.96E+03,2.31E+03,0.00E+00
3.94E+03,2.31E+03,0.00E+00
3.93E+03,2.32E+03,0.00E+00
3.92E+03,2.32E+03,0.00E+00
3.91E+03,2.32E+03,0.00E+00
3.89E+03,2.32E+03,0.00E+00
3.88E+03,2.32E+03,0.00E+00
3.87E+03,2.33E+03,0.00E+00
3.85E+03,2.33E+03,0.00E+00
3.84E+03,2.33E+03,0.00E+00
3.83E+03,2.33E+03,0.00E+00
3.82E+03,2.33E+03,0.00E+00
3.80E+03,2.33E+03,0.00E+00
3.79E+03,2.34E+03,0.00E+00
3.78E+03,2.34E+03,0.00E+00
3.76E+03,2.34E+03,0.00E+00
3.75E+03,2.34E+03,0.00E+00
3.74E+03,2.34E+03,0.00E+00
3.72E+03,2.34E+03,0.00E+00
3.71E+03,2.35E+03,0.00E+00
3.69E+03,2.35E+03,0.00E+00
3.68E+03,2.35E+03,0.00E+00
3.67E+03,2.35E+03,0.00E+00
3.65E+03,2.35E+03,0.00E+00
3.64E+03,2.35E+03,0.00E+00
3.62E+03,2.36E+03,0.00E+00
3.61E+03,2.36E+03,0.00E+00
3.59E+03,2.36E+03,0.00E+00
3.58E+03,2.36E+03,0.00E+00
3.56E+03,2.36E+03,0.00E+00
3.55E+03,2.36E+03,0.00E+00
3.53E+03,2.37E+03,0.00E+00
3.52E+03,2.37E+03,0.00E+00
3.50E+03,2.37E+03,0.00E+00
3.48E+03,2.37E+03,0.00E+00
3.47E+03,2.37E+03,0.00E+00
3.45E+03,2.38E+03,0.00E+00
3.44E+03,2.38E+03,0.00E+00
3.42E+03,2.38E+03,0.00E+00
3.40E+03,2.38E+03,0.00E+00
3.39E+03,2.38E+03,0.00E+00
3.37E+03,2.39E+03,0.00E+00
3.35E+03,2.39E+03,0.00E+00
3.34E+03,2.39E+03,0.00E+00
3.32E+03,2.39E+03,0.00E+00
3.30E+03,2.39E+03,0.00E+00
3.29E+03,2.39E+03,0.00E+00
3.27E+03,2.40E+03,0.00E+00
3.25E+03,2.40E+03,0.00E+00
3.23E+03,2.40E+03,0.00E+00
3.22E+03,2.40E+03,0.00E+00
3.20E+03,2.40E+03,0.00E+00
3.18E+03,2.40E+03,0.00E+00
3.16E+03,2.41E+03,0.00E+00
3.15E+03,2.41E+03,0.00E+00
3.13E+03,2.41E+03,0.00E+00
3.11E+03,2.41E+03,0.00E+00
3.09E+03,2.41E+03,0.00E+00
3.08E+03,2.41E+03,0.00E+00
3.06E+03,2.41E+03,0.00E+00
3.04E+03,2.41E+03,0.00E+00
3.02E+03,2.41E+03,0.00E+00
3.01E+03,2.42E+03,0.00E+00
2.99E+03,2.42E+03,0.00E+00
2.97E+03,2.42E+03,0.00E+00
2.95E+03,2.42E+03,0.00E+00
2.93E+03,2.42E+03,0.00E+00
2.91E+03,2.42E+03,0.00E+00
2.90E+03,2.42E+03,0.00E+00
2.88E+03,2.42E+03,0.00E+00
2.86E+03,2.42E+03,0.00E+00
2.84E+03,2.42E+03,0.00E+00
2.82E+03,2.42E+03,0.00E+00
2.80E+03,2.42E+03,0.00E+00
2.78E+03,2.42E+03,0.00E+00
2.77E+03,2.43E+03,0.00E+00
2.75E+03,2.43E+03,0.00E+00
2.73E+03,2.43E+03,0.00E+00
2.71E+03,2.43E+03,0.00E+00
2.69E+03,2.43E+03,0.00E+00
2.67E+03,2.43E+03,0.00E+00
2.65E+03,2.43E+03,0.00E+00
2.63E+03,2.43E+03,0.00E+00
2.61E+03,2.43E+03,0.00E+00
2.59E+03,2.43E+03,0.00E+00
2.57E+03,2.43E+03,0.00E+00
2.55E+03,2.43E+03,0.00E+00
2.53E+03,2.43E+03,0.00E+00
2.51E+03,2.43E+03,0.00E+00
2.49E+03,2.43E+03,0.00E+00
2.46E+03,2.43E+03,0.00E+00
2.44E+03,2.43E+03,0.00E+00
2.42E+03,2.43E+03,0.00E+00
2.40E+03,2.43E+03,0.00E+00
2.38E+03,2.43E+03,0.00E+00
2.36E+03,2.43E+03,0.00E+00
2.33E+03,2.43E+03,0.00E+00
2.31E+03,2.43E+03,0.00E+00
2.29E+03,2.43E+03,0.00E+00
2.27E+03,2.43E+03,0.00E+00
2.25E+03,2.43E+03,0.00E+00
2.22E+03,2.43E+03,0.00E+00
2.20E+03,2.44E+03,0.00E+00
2.18E+03,2.44E+03,0.00E+00
2.15E+03,2.44E+03,0.00E+00
2.13E+03,2.44E+03,0.00E+00
2.11E+03,2.44E+03,0.00E+00
2.09E+03,2.44E+03,0.00E+00
2.06E+03,2.44E+03,0.00E+00
2.04E+03,2.44E+03,0.00E+00
2.02E+03,2.44E+03,0.00E+00
1.99E+03,2.44E+03,0.00E+00
1.97E+03,2.44E+03,0.00E+00
1.95E+03,2.44E+03,0.00E+00
1.92E+03,2.44E+03,0.00E+00
1.90E+03,2.44E+03,0.00E+00
1.88E+03,2.44E+03,0.00E+00
1.85E+03,2.44E+03,0.00E+00
1.83E+03,2.44E+03,0.00E+00
1.81E+03,2.44E+03,0.00E+00
1.78E+03,2.44E+03,0.00E+00
1.76E+03,2.44E+03,0.00E+00
1.74E+03,2.44E+03,0.00E+00
1.72E+03,2.44E+03,0.00E+00
1.69E+03,2.44E+03,0.00E+00
1.67E+03,2.44E+03,0.00E+00
1.65E+03,2.44E+03,0.00E+00
1.63E+03,2.44E+03,0.00E+00
1.60E+03,2.44E+03,0.00E+00
1.58E+03,2.44E+03,0.00E+00
1.56E+03,2.44E+03,0.00E+00
1.54E+03,2.44E+03,0.00E+00
1.52E+03,2.44E+03,0.00E+00
1.49E+03,2.44E+03,0.00E+00
1.47E+03,2.43E+03,0.00E+00
1.45E+03,2.43E+03,0.00E+00
1.43E+03,2.43E+03,0.00E+00
1.41E+03,2.43E+03,0.00E+00
1.39E+03,2.43E+03,0.00E+00
1.37E+03,2.43E+03,0.00E+00
1.35E+03,2.43E+03,0.00E+00
1.33E+03,2.43E+03,0.00E+00
1.31E+03,2.43E+03,0.00E+00
1.29E+03,2.43E+03,0.00E+00
1.27E+03,2.43E+03,0.00E+00
1.25E+03,2.42E+03,0.00E+00
1.23E+03,2.42E+03,0.00E+00
1.21E+03,2.42E+03,0.00E+00
1.19E+03,2.42E+03,0.00E+00
1.17E+03,2.42E+03,0.00E+00
1.16E+03,2.42E+03,0.00E+00
1.14E+03,2.42E+03,0.00E+00
1.12E+03,2.41E+03,0.00E+00
1.10E+03,2.41E+03,0.00E+00
1.08E+03,2.41E+03,0.00E+00
1.06E+03,2.41E+03,0.00E+00
1.05E+03,2.41E+03,0.00E+00
1.03E+03,2.41E+03,0.00E+00
1.01E+03,2.41E+03,0.00E+00
9.94E+02,2.40E+03,0.00E+00
9.76E+02,2.40E+03,0.00E+00
9.58E+02,2.40E+03,0.00E+00
9.41E+02,2.40E+03,0.00E+00
9.23E+02,2.40E+03,0.00E+00
9.06E+02,2.40E+03,0.00E+00
8.88E+02,2.40E+03,0.00E+00
8.71E+02,2.39E+03,0.00E+00
8.53E+02,2.39E+03,0.00E+00
8.36E+02,2.39E+03,0.00E+00
8.18E+02,2.39E+03,0.00E+00
8.01E+02,2.39E+03,0.00E+00
7.83E+02,2.39E+03,0.00E+00
7.66E+02,2.39E+03,0.00E+00
7.48E+02,2.38E+03,0.00E+00
7.31E+02,2.38E+03,0.00E+00
7.13E+02,2.38E+03,0.00E+00
6.95E+02,2.38E+03,0.00E+00
6.78E+02,2.38E+03,0.00E+00
6.60E+02,2.38E+03,0.00E+00
6.42E+02,2.38E+03,0.00E+00
6.24E+02,2.38E+03,0.00E+00
6.06E+02,2.38E+03,0.00E+00
5.89E+02,2.38E+03,0.00E+00
5.71E+02,2.37E+03,0.00E+00
5.53E+02,2.37E+03,0.00E+00
5.36E+02,2.37E+03,0.00E+00
5.18E+02,2.37E+03,0.00E+00
5.00E+02,2.37E+03,0.00E+00
4.83E+02,2.37E+03,0.00E+00
4.66E+02,2.37E+03,0.00E+00
4.48E+02,2.37E+03,0.00E+00
4.31E+02,2.37E+03,0.00E+00
4.14E+02,2.36E+03,0.00E+00
3.97E+02,2.36E+03,0.00E+00
3.80E+02,2.36E+03,0.00E+00
3.63E+02,2.36E+03,0.00E+00
3.47E+02,2.36E+03,0.00E+00
3.30E+02,2.36E+03,0.00E+00
3.14E+02,2.36E+03,0.00E+00
2.98E+02,2.35E+03,0.00E+00
2.82E+02,2.35E+03,0.00E+00
2.66E+02,2.35E+03,0.00E+00
2.51E+02,2.35E+03,0.00E+00
2.35E+02,2.35E+03,0.00E+00
2.20E+02,2.34E+03,0.00E+00
2.05E+02,2.34E+03,0.00E+00
1.91E+02,2.34E+03,0.00E+00
1.76E+02,2.34E+03,0.00E+00
1.62E+02,2.33E+03,0.00E+00
1.48E+02,2.33E+03,0.00E+00
1.34E+02,2.33E+03,0.00E+00
1.21E+02,2.32E+03,0.00E+00
1.09E+02,2.32E+03,0.00E+00
9.65E+01,2.32E+03,0.00E+00
8.49E+01,2.31E+03,0.00E+00
7.39E+01,2.31E+03,0.00E+00
6.36E+01,2.31E+03,0.00E+00
5.40E+01,2.30E+03,0.00E+00
4.51E+01,2.30E+03,0.00E+00
3.71E+01,2.30E+03,0.00E+00
2.99E+01,2.29E+03,0.00E+00
2.36E+01,2.29E+03,0.00E+00
1.84E+01,2.28E+03,0.00E+00
1.41E+01,2.28E+03,0.00E+00
1.09E+01,2.27E+03,0.00E+00
8.88E+00,2.27E+03,0.00E+00
8.00E+00,2.26E+03,0.00E+00
8.00E+00,2.26E+03,1.00E+00
8.33E+00,2.26E+03,1.00E+00
9.83E+00,2.25E+03,1.00E+00
1.24E+01,2.25E+03,1.00E+00
1.60E+01,2.24E+03,1.00E+00
2.06E+01,2.24E+03,1.00E+00
2.61E+01,2.23E+03,1.00E+00
3.24E+01,2.23E+03,1.00E+00
3.94E+01,2.22E+03,1.00E+00
4.71E+01,2.22E+03,1.00E+00
5.55E+01,2.21E+03,1.00E+00
6.44E+01,2.21E+03,1.00E+00
7.38E+01,2.20E+03,1.00E+00
8.36E+01,2.20E+03,1.00E+00
9.37E+01,2.19E+03,1.00E+00
1.04E+02,2.19E+03,1.00E+00
1.15E+02,2.19E+03,1.00E+00
1.26E+02,2.18E+03,1.00E+00
1.37E+02,2.18E+03,1.00E+00
1.48E+02,2.18E+03,1.00E+00
1.59E+02,2.17E+03,1.00E+00
1.70E+02,2.17E+03,1.00E+00
1.81E+02,2.17E+03,1.00E+00
1.93E+02,2.17E+03,1.00E+00
2.04E+02,2.16E+03,1.00E+00
2.16E+02,2.16E+03,1.00E+00
2.28E+02,2.16E+03,1.00E+00
2.40E+02,2.16E+03,1.00E+00
2.52E+02,2.16E+03,1.00E+00
2.64E+02,2.16E+03,1.00E+00
2.76E+02,2.15E+03,1.00E+00
2.89E+02,2.15E+03,1.00E+00
3.01E+02,2.15E+03,1.00E+00
3.14E+02,2.15E+03,1.00E+00
3.27E+02,2.15E+03,1.00E+00
3.40E+02,2.15E+03,1.00E+00
3.53E+02,2.15E+03,1.00E+00
3.66E+02,2.15E+03,1.00E+00
3.79E+02,2.15E+03,1.00E+00
3.92E+02,2.15E+03,1.00E+00
4.06E+02,2.14E+03,1.00E+00
4.19E+02,2.14E+03,1.00E+00
4.33E+02,2.14E+03,1.00E+00
4.47E+02,2.14E+03,1.00E+00
4.61E+02,2.14E+03,1.00E+00
4.75E+02,2.14E+03,1.00E+00
4.89E+02,2.14E+03,1.00E+00
5.03E+02,2.14E+03,1.00E+00
5.17E+02,2.13E+03,1.00E+00
5.32E+02,2.13E+03,1.00E+00
5.46E+02,2.13E+03,1.00E+00
5.61E+02,2.13E+03,1.00E+00
5.75E+02,2.13E+03,1.00E+00
5.90E+02,2.13E+03,1.00E+00
6.05E+02,2.13E+03,1.00E+00
6.20E+02,2.12E+03,1.00E+00
6.35E+02,2.12E+03,1.00E+00
6.50E+02,2.12E+03,1.00E+00
6.65E+02,2.12E+03,1.00E+00
6.80E+02,2.12E+03,1.00E+00
6.95E+02,2.12E+03,1.00E+00
7.10E+02,2.12E+03,1.00E+00
7.25E+02,2.11E+03,1.00E+00
7.40E+02,2.11E+03,1.00E+00
7.56E+02,2.11E+03,1.00E+00
7.71E+02,2.11E+03,1.00E+00
7.86E+02,2.11E+03,1.00E+00
8.02E+02,2.11E+03,1.00E+00
8.17E+02,2.11E+03,1.00E+00
8.32E+02,2.11E+03,1.00E+00
8.48E+02,2.10E+03,1.00E+00
8.63E+02,2.10E+03,1.00E+00
8.78E+02,2.10E+03,1.00E+00
8.94E+02,2.10E+03,1.00E+00
9.09E+02,2.10E+03,1.00E+00
9.25E+02,2.10E+03,1.00E+00
9.40E+02,2.10E+03,1.00E+00
9.56E+02,2.10E+03,1.00E+00
9.71E+02,2.10E+03,1.00E+00
9.87E+02,2.10E+03,1.00E+00
1.00E+03,2.10E+03,1.00E+00
1.02E+03,2.10E+03,1.00E+00
1.03E+03,2.10E+03,1.00E+00
1.05E+03,2.10E+03,1.00E+00
1.07E+03,2.10E+03,1.00E+00
1.08E+03,2.10E+03,1.00E+00
1.10E+03,2.10E+03,1.00E+00
1.11E+03,2.10E+03,1.00E+00
1.13E+03,2.10E+03,1.00E+00
1.15E+03,2.10E+03,1.00E+00
1.16E+03,2.10E+03,1.00E+00
1.18E+03,2.10E+03,1.00E+00
1.20E+03,2.10E+03,1.00E+00
1.22E+03,2.10E+03,1.00E+00
1.23E+03,2.10E+03,1.00E+00
1.25E+03,2.10E+03,1.00E+00
1.27E+03,2.10E+03,1.00E+00
1.29E+03,2.10E+03,1.00E+00
1.30E+03,2.10E+03,1.00E+00
1.32E+03,2.10E+03,1.00E+00
1.34E+03,2.10E+03,1.00E+00
1.36E+03,2.10E+03,1.00E+00
1.38E+03,2.10E+03,1.00E+00
1.40E+03,2.10E+03,1.00E+00
1.42E+03,2.10E+03,1.00E+00
1.43E+03,2.10E+03,1.00E+00
1.45E+03,2.10E+03,1.00E+00
1.47E+03,2.10E+03,1.00E+00
1.49E+03,2.10E+03,1.00E+00
1.51E+03,2.10E+03,1.00E+00
1.53E+03,2.10E+03,1.00E+00
1.55E+03,2.10E+03,1.00E+00
1.58E+03,2.10E+03,1.00E+00
1.60E+03,2.10E+03,1.00E+00
1.62E+03,2.10E+03,1.00E+00
1.64E+03,2.09E+03,1.00E+00
1.66E+03,2.09E+03,1.00E+00
1.68E+03,2.09E+03,1.00E+00
1.70E+03,2.09E+03,1.00E+00
1.72E+03,2.09E+03,1.00E+00
1.74E+03,2.09E+03,1.00E+00
1.76E+03,2.09E+03,1.00E+00
1.79E+03,2.09E+03,1.00E+00
1.81E+03,2.09E+03,1.00E+00
1.83E+03,2.09E+03,1.00E+00
1.85E+03,2.09E+03,1.00E+00
1.87E+03,2.09E+03,1.00E+00
1.89E+03,2.09E+03,1.00E+00
1.91E+03,2.09E+03,1.00E+00
1.94E+03,2.09E+03,1.00E+00
1.96E+03,2.09E+03,1.00E+00
1.98E+03,2.09E+03,1.00E+00
2.00E+03,2.09E+03,1.00E+00
2.02E+03,2.09E+03,1.00E+00
2.04E+03,2.09E+03,1.00E+00
2.06E+03,2.09E+03,1.00E+00
2.08E+03,2.09E+03,1.00E+00
2.10E+03,2.09E+03,1.00E+00
2.13E+03,2.09E+03,1.00E+00
2.15E+03,2.09E+03,1.00E+00
2.17E+03,2.09E+03,1.00E+00
2.19E+03,2.09E+03,1.00E+00
2.21E+03,2.09E+03,1.00E+00
2.23E+03,2.09E+03,1.00E+00
2.25E+03,2.09E+03,1.00E+00
2.27E+03,2.09E+03,1.00E+00
2.28E+03,2.09E+03,1.00E+00
2.30E+03,2.09E+03,1.00E+00
2.32E+03,2.09E+03,1.00E+00
2.34E+03,2.09E+03,1.00E+00
2.36E+03,2.09E+03,1.00E+00
2.38E+03,2.09E+03,1.00E+00
